function name,avg time,min time,max time,std dev
copy_matrix_5000,0.08091570066666667,0.079755029,0.082810403,0.001654668648000056
copy_matrix_7000,0.157982037,0.156711706,0.160029787,0.0017904470410517591
look_and_say_sequence_40,16.116583813333335,16.060006089,16.225452721,0.09430759725937282
look_and_say_sequence_45,224.17951064033335,222.578301799,226.680562607,2.194179612490839
look_and_say_sequence_48,1105.18601907,1102.267834247,1108.472541525,3.1187100794682836
count_words_bible.txt,0.1761336107,0.175461602,0.177472601,0.0011596023681643348
count_words_book1.txt,0.0459010217,0.044474681,0.046616617,0.001235249632125156
count_words_plrabn12.txt,0.0273915413,0.025049011,0.029958409,0.0024623753998824654
count_words_world192.txt,0.1259918513,0.125247682,0.127040734,0.0009345568630689807
iterative_fibonacci_25,0.0000006163,0.000000070,0.000001662,0.000000905878763
recursive_fibonacci_25,0.000177645,0.000171345,0.000187468,0.000008619537632
iterative_fibonacci_35,0.000000877,0.00000071,0.000002436,0.00000135039364
recursive_fibonacci_35,0.021267240333333333,0.021172655,0.021350941,0.000089640010181
iterative_fibonacci_45,0.00000070,0.000000069,0.00000189,0.000001031198816
recursive_fibonacci_45,2.6195445226666667,2.617933925,2.620697758,0.0014375598912519552
matrix_multiplication_1500,0.062118861,0.061811848,0.062436993,0.00031272078900674324
matrix_multiplication_1750,0.08692394433333332,0.086364183,0.087207196,0.0004847792552928944
matrix_multiplication_2000,0.13743031266666667,0.136993059,0.137704159,0.00038267776253701145
belief_propagation_250,3.1348446366666667,3.091344495,3.208975037,0.06452050575044822
belief_propagation_500,5.948586580666667,5.901222961,6.009047146,0.05509229716643943
belief_propagation_1000,11.665855618666667,11.627888188,11.713806007,0.0438202292127738
markov_chain_function_5000,0.000145432,0.000140723,0.000153134,0.0000067250849065
markov_chain_function_10000,0.0003041656666666667,0.000299445,0.000312482,0.0000072240886161
markov_chain_function_15000,0.0004449496666666667,0.000439329,0.000451063,0.0000058824934622
compute_FFT_1000,0.04637680466666667,0.041352279,0.053054009,0.006023382050780636
compute_FFT_3000,0.4592117306666667,0.409901262,0.553957417,0.0820750461569108
compute_FFT_5000,1.1988054273333333,1.152222075,1.287971911,0.0772463384188575
iterative_solver_100,0.7837273606666666,0.78302061,0.784850956,0.0009837993835255913
iterative_solver_150,3.9341155823333334,3.933408425,3.934605165,0.0006273362005984776
iterative_solver_200,12.285146162666665,12.274902951,12.290428347,0.008872334776752077
sqrt_matrix_1000,0.19502498866666665,0.193167052,0.197167385,0.00201528013045143
sqrt_matrix_2000,1.4378121436666667,1.410712155,1.472651202,0.03168645270926035
sqrt_matrix_4000,11.888864076,11.80783555,11.979623092,0.08630615113264244
compute_quadrature_50,0.0002551853333333333,0.000129251,0.00050325,0.00021483872262777337
compute_quadrature_75,0.000405749,0.000271383,0.000658687,0.00021919303477072443
compute_quadrature_100,0.000544915,0.000449968,0.000698309,0.0001340908346122135
evaluate_functions_80000,31.741407534666667,31.733154962,31.754879351,0.011765102961506981
evaluate_functions_90000,36.31395433266666,36.300967435,36.329671737,0.014545651869865934
evaluate_functions_100000,40.38718116166667,40.384752487,40.390231342,0.0027918031803890356
find_munchausen_numbers_0,4.432838985,4.429410989,4.436466402,0.0035319314406671316
find_pernicious_numbers_100000,0.0024717466666666667,0.0023393,0.002591674,0.00012665192161721563
serial_time_series_processing_0,82.35849002766668,70.286119184,88.705821798,10.459608758956746
